N de Orden;Descripcion Ubicacion Tí©cnica;Descripcion Operacion
6012457;SANTA FE AV. 1801-1900 Calzada;6.A.Provisií_n y colocacií_n de material a
6012464;VIDAL 2001-2100 Calzada;
6012464;VIDAL 2001-2100 Calzada;
6012464;VIDAL 2001-2100 Calzada;
6012464;VIDAL 2001-2100 Calzada;
6012464;VIDAL 2001-2100 Calzada;
6012464;VIDAL 2001-2100 Calzada;
6012464;VIDAL 2001-2100 Calzada;
6012464;VIDAL 2001-2100 Calzada;6.A.Provisií_n y colocacií_n de material a
6012467;ACOSTA, MARIANO AV. 1301-1399 Impar;
6012467;ACOSTA, MARIANO AV. 1301-1399 Impar;
6012467;ACOSTA, MARIANO AV. 1301-1399 Impar;
6012467;ACOSTA, MARIANO AV. 1301-1399 Impar;
6012467;ACOSTA, MARIANO AV. 1301-1399 Impar;
6012467;ACOSTA, MARIANO AV. 1301-1399 Impar;
6012467;ACOSTA, MARIANO AV. 1301-1399 Impar;6.A.Provisií_n y colocacií_n de material a
6012468;SANTA FE AV. 2701-2800 Calzada;
6012468;SANTA FE AV. 2701-2800 Calzada;"Const.y/o reparacion pavimento de HŒ_ in					0.000	0.000		0.000	0.000	0.00	0.00		00000	20130116	20130116					000006038600	CAME"
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;
6012469;BILBAO, FRANCISCO AV. 3001-3099 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012471;ARENAL, CONCEPCION 2701-2800 Calzada;
6012471;ARENAL, CONCEPCION 2701-2800 Calzada;
6012471;ARENAL, CONCEPCION 2701-2800 Calzada;
6012471;ARENAL, CONCEPCION 2701-2800 Calzada;
6012471;ARENAL, CONCEPCION 2701-2800 Calzada;
6012471;ARENAL, CONCEPCION 2701-2800 Calzada;
6012471;ARENAL, CONCEPCION 2701-2800 Calzada;
6012471;ARENAL, CONCEPCION 2701-2800 Calzada;"Const.y/o reparacion pavimento de HŒ_ in					0.000	0.000		0.000	0.000	0.00	0.00		00000	20130225	20130225	150001052010	EM"
6012476;DEFENSA 1601-1700 Calzada;
6012476;DEFENSA 1601-1700 Calzada;
6012476;DEFENSA 1601-1700 Calzada;1.a. Levantamiento y Recolocacií_n de Gra
6012478;PERU 1701-1800 Calzada;
6012478;PERU 1701-1800 Calzada;
6012478;PERU 1701-1800 Calzada;1.a. Levantamiento y Recolocacií_n de Gra
6012483;LOPE DE VEGA AV. 3451-3500 Calzada;
6012483;LOPE DE VEGA AV. 3451-3500 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;
6012484;BALBIN, RICARDO,  AV. 2501-2600 Calzada;11.A.Cierre de Aperturas de Servicios Pu
6012488;CHARCAS 3501-3600 Calzada;
6012488;CHARCAS 3501-3600 Calzada;
6012488;CHARCAS 3501-3600 Calzada;
6012488;CHARCAS 3501-3600 Calzada;
6012488;CHARCAS 3501-3600 Calzada;Prov. Coloc. Mat. Asf. Incluye limpieza
6012490;NUíïEZ 3801-3900 Calzada;
6012490;NUíïEZ 3801-3900 Calzada;
6012490;NUíïEZ 3801-3900 Calzada;
6012490;NUíïEZ 3801-3900 Calzada;
6012490;NUíïEZ 3801-3900 Calzada;
6012490;NUíïEZ 3801-3900 Calzada;
6012490;NUíïEZ 3801-3900 Calzada;Prov. Coloc. Mat. Asf. Incluye limpieza
6012492;FRAY JUSTO SANTAMARIA 2901-3000 Calzada;
6012492;FRAY JUSTO SANTAMARIA 2901-3000 Calzada;
6012492;FRAY JUSTO SANTAMARIA 2901-3000 Calzada;
6012492;FRAY JUSTO SANTAMARIA 2901-3000 Calzada;
